Nodes;Addjested Nodes
4724704421;{4724704419,4724704420,}
4724704428;{4724704418,4724704430,4724704429,}
4724704429;{4724704433,4724704428,4724704431,}
4724704430;{4724704428,3642516089,4724704440,}
4724704431;{3642516089,4724704443,4724704429,}
4724704432;{4724704441,4724704442,}
4724704433;{4724704441,4724704429,4724704442,}
4724704434;{4724704437,4724704435,}
4724704435;{4724704434,3642516089,4724704436,}
4724704436;{4724704439,4724704435,}
4724704437;{4724704438,4724704434,4724704444,}
4724704438;{3642522498,4724704437,4724704439,}
4724704439;{4724704438,4724704436,}
4724704440;{1214196358,3642522496,4724704430,5298875741,}
4724704441;{4724704433,4724704432,}
4724704442;{4724704432,4724704443,4724704433,}
4724704443;{4724704442,4724704431,}
4724704444;{4724704437,4724704445,}
4724704445;{4724704444,3642522498,}
4726798780;{707795675,707796462,}
4726807867;{707795599,707795830,}
4730356110;{706735532,2984805136,}
4730356111;{1545442162,706735532,}
4730356112;{703477543,1545442162,}
4744857927;{2964317072,}
4789645646;{5016653808,5265898648,}
4789645647;{5265898650,5265898662,5265898660,}
4789648978;{705550533,705550551,5265898666,}
4789648979;{5265898666,4789655863,4789655862,}
4789655862;{4789648979,}
4789655863;{4789648979,}
4812819082;{4941466477,702256676,}
4813057938;{4813057939,5371673471,}
4813057939;{4813057941,4813057938,}
4813057941;{5371641033,4813057939,5371641242,}
4813057942;{4813057943,5371641033,}
4813057943;{4813057944,4813057942,}
4813057944;{1730818194,4813057943,5371641032,}
4826169872;{2982540471,494779256,5005876125,}
4826169873;{5194446541,5005876125,}
4828905969;{704766512,704766420,}
4828905970;{4828905972,2477329082,}
4828905971;{4828905972,}
4828905972;{4828905971,4828905970,}
4829314412;{3396323469,4304598018,3397759360,3386151326,}
4838611743;{2427040964,2427040953,}
4838611744;{4838611745,2427040964,}
4838611745;{2427040960,4838611744,}
4838611746;{2427040955,2427040954,}
4838611747;{2427040952,2427040953,}
4838611748;{2427040959,2427040957,}
4838611749;{4838625072,2427040946,}
4838625068;{2463796811,2463796816,}
4838625069;{2463796808,2463796811,}
4838625070;{4838625073,2463796806,}
4838625071;{2063034135,4838625073,}
4838625072;{2063034135,4838611749,}
4838625073;{4838625071,4838625070,}
4838651744;{704793731,2063034124,}
4838651745;{2463796791,2463796792,}
4838651746;{2463796792,2463796795,}
4838651747;{2463796795,2463796798,}
4841704217;{2463796818,4841704218,}
4841704218;{4841704217,2463796819,}
4845021450;{4845021453,}
4845021451;{4845021453,}
4845021452;{1954691988,4845021453,704766560,}
4845021453;{4845021451,4845021450,4845021452,}
4873431398;{4873431400,494553814,5069361521,}
4873431399;{4873431403,}
4873431400;{4873431403,4873431398,4873431401,}
4873431401;{4873431402,4873431400,}
4873431402;{4873431401,}
4873431403;{4873431399,4873431400,4873431404,}
4873431404;{4873431403,}
4873431405;{4873431406,5069361521,4873431527,}
4873431406;{4873431407,4873431405,4873431408,}
4873431407;{4873431406,}
4873431408;{4873431409,4873431406,}
4873431409;{4873431408,}
4873431410;{4873431413,703630822,4873471979,}
4873431411;{4873431412,4873431413,}
4873431412;{4873431411,}
4873431413;{4873431411,4873431410,4873431414,}
4873431414;{4873431413,}
4873431415;{4873431416,4873471979,595742607,}
4873431416;{4873431417,4873431415,}
4873431417;{4873431416,}
4873431418;{4873431420,595742606,4873431419,}
4873431419;{4873431418,4873431522,4873431521,}
4873431420;{595742607,4873431418,4873431521,}
4873431521;{4873431419,4873431420,}
4873431522;{4873431419,}
4873431523;{4873471972,4873471975,4873431524,}
4873431524;{4873431525,4873431523,}
4873431525;{4873431526,4873431524,}
4873431526;{5069361544,4873431525,}
4873431527;{5069361544,4873431405,703630822,}
4873443079;{3543477684,4873443083,4873443082,}
4873443080;{4873443081,4873443083,}
4873443081;{4873443082,4873443080,}
4873443082;{4873443081,4873443079,}
4873443083;{4873443080,4873443079,4873443084,}
4873443084;{4125334723,4873443083,4125334726,}
4873443085;{703487416,4185689859,}
4873443088;{1865996253,494779281,}
4873443090;{4185689859,1865996253,}
4873448481;{3512180635,595750932,4873448482,}
4873448482;{4873448481,4873448483,4873448484,}
4873448483;{4873448482,}
4873448484;{4873448482,5069361526,}
4873450401;{595742603,5069361547,1952456435,}
4873450402;{5069361524,}
4873450403;{5045041344,}
4873471972;{703630822,4873431523,4873471973,}
4873471973;{4873471974,4873471972,}
4873471974;{4873471975,4873471973,4873471981,}
4873471975;{4873431523,3328255447,4873471974,}
4873471976;{5045039247,}
4873471977;{5045039247,}
4873471978;{4873471983,4873471981,}
4873471979;{4873431410,4873431415,5045039247,}
4873471980;{4873471981,4873471982,}
4873471981;{4873471978,4873471974,4873471980,}
4873471982;{3328255447,703630794,4873471980,}
4873471983;{5045039247,4873471978,4873471984,}
4873471984;{4873471983,}
4873471985;{703630799,4873471990,4873471988,}
4873471986;{4873471988,4873471987,}
4873471987;{4873471986,}
4873471988;{4873471986,4873471985,4873471989,}
4873471989;{4873471990,4873471988,}
4873471990;{4873471985,595742607,4873471989,4873471993,}
4873471991;{4873471993,4873471996,4873471995,}
4873471992;{4873471993,}
4873471993;{4873471991,4873471990,4873471992,}
4873471994;{4873471996,}
4873471995;{4873471991,4873472001,595742607,}
4873471996;{4873471991,4873471994,4873471997,}
4873471997;{4873471996,4873471998,}
4873471998;{4873471999,4873471997,4873472000,}
4873471999;{4873471998,}
4873472000;{4873472001,4873471998,}
4873472001;{494553811,4873472000,4873471995,}
4873546283;{4873546284,4873546286,4873546285,}
4873546284;{494779245,3976412879,4873546283,}
4873546285;{4873546283,}
4873546286;{4873546283,}
4873546287;{4873546289,}
4873546288;{4873546289,}
4873546289;{4873546288,4873546287,4873546290,}
4873546290;{303011521,4873546289,494779245,}
4873549859;{2821049745,1966645671,4873549860,}
4873549860;{4873549861,4873549859,}
4873549861;{4873549862,4873549860,}
4873549862;{4873549863,4873549861,}
4873549863;{4873549864,4873549862,}
4873549864;{4873549863,}
4873570354;{3574877496,3574877495,4873570355,}
4873570355;{4873570356,4873570354,}
4873570356;{4873570357,4873570355,}
4873570357;{4873570358,4873570356,}
4873570358;{4873570359,4873570357,}
4873570359;{4873570358,}
4884845132;{702270385,702270379,4884845133,}
4884845133;{4884845134,4884845132,}
4884845134;{4884845135,4884845133,}
4884845135;{4884845137,4884845134,}
4884845136;{4884845140,}
4884845137;{4884845140,4884845135,4884845138,}
4884845138;{4884845139,4884845137,}
4884845139;{4884845140,4884845138,}
4884845140;{4884845136,4884845137,4884845139,}
4884849269;{3421860752,1877362672,4884849270,}
4884849270;{4884849271,4884849269,4884849272,}
4884849271;{4884849270,}
4884849272;{4884849270,}
4890176178;{1404303526,1383250175,}
4897269086;{4897269087,}
4897269087;{939106544,939106652,4897269086,}
4897302755;{939106648,}
4897302756;{939106648,}
4897304945;{4897304946,}
4897304946;{703477428,4897304948,4897304945,}
4897304947;{4897304948,}
4897304948;{4897304946,939106578,4897304947,}
4941466477;{1966380884,4812819082,4941466478,}
4941466478;{4941466479,4941466477,4941466485,}
4941466479;{4941466480,4941466478,}
4941466480;{4941466481,4941466479,}
4941466481;{4941466483,4941466480,}
4941466482;{4941466485,4941466483,}
4941466483;{4941466482,4941466481,4941466484,}
4941466484;{4941466485,4941466483,}
4941466485;{4941466478,4941466482,4941466484,}
4949848304;{1941387576,494779261,5257976657,}
4949848305;{5257976658,4949848306,}
4949848306;{4949848305,5257976657,4949848307,}
4949848307;{4949848310,4949848306,}
4949848308;{4949848310,5257976662,}
4949848309;{960245540,494779262,4949848310,}
4949848310;{4949848308,4949848307,4949848309,}
4965864393;{3707852505,4965864394,}
4965864394;{4965864393,3707852391,}
4970274611;{702241601,4970274614,4970274612,}
4970274612;{4970274615,4970274611,}
4970274613;{4970276123,4970274615,}
4970274614;{4970274611,702241606,4970276123,}
4970274615;{4970274613,4970274612,4970274616,}
4970274616;{4970274617,4970274615,}
4970274617;{4970276122,4970274616,}
4970274618;{3510910242,3510910235,4970274619,}
4970274619;{4970274618,4970276122,4970274620,}
4970274620;{4970276121,4970274619,}
4970276121;{4970276122,4970274620,}
4970276122;{4970274619,4970274617,4970276121,}
4970276123;{4970274614,4970274613,4970276128,}
4970276124;{4970276125,4970276128,4970276126,}
4970276125;{4970276127,4970276131,4970276124,}
4970276126;{4970276127,4970276124,}
4970276127;{3510910256,4970276125,4970276126,}
4970276128;{4970276124,4970276123,4970276129,}
4970276129;{3510910235,3510910256,4970276128,}
4970276130;{5298864620,4970276134,4970276133,}
4970276131;{4970276125,702241606,4970276132,}
4970276132;{4970276133,4970276131,}
4970276133;{4970276130,3510910256,4970276132,}
4970276134;{4970276130,702241609,4970276135,}
4970276135;{4970276134,}
4988394007;{3932478176,667930543,}
4988595411;{4988595416,4273469039,}
4988595414;{703364649,703364734,}
4988595416;{2464280801,4988595411,}
4988595417;{2473581511,1954691992,}
4988595419;{2984913904,2982540471,}
4988595420;{2982540486,2984913904,}
4990838966;{2293643864,703385996,}
4990838969;{595742600,702256693,}
4991141159;{919345708,919345720,}
4991141161;{667930549,667930594,}
4991141164;{667934449,2463802479,}
4991141167;{2467552105,2467552103,}
4991141170;{2467552069,2467552067,}
4991141171;{4991141172,703380180,}
4991141172;{2940218609,4991141171,}
4991141176;{703364734,3784223406,}
4991201906;{3630988787,3630988785,}
5000582885;{4293123582,4293123580,}
5000582886;{4182642699,4182642698,}
5000582887;{4182642694,4182642693,}
5000582888;{5000582890,5000582889,}
5000582889;{5000582888,4182642689,}
5000582890;{5000582891,5000582888,}
5000582891;{4182642691,5000582890,}
5000582892;{4182636797,4182636796,}
5000702822;{703477540,703477465,}
5000702823;{702241622,956660681,}
5000702824;{494779265,5323908878,}
5000702825;{703969908,64675565,}
5000702826;{3409265759,3844251202,}
5000702827;{3409265767,3409265759,}
5002035647;{703477418,703477447,}
5002035648;{703477376,5002035660,}
5002035651;{706717609,5002035655,}
5002035653;{703477315,5002035654,}
5002035654;{5002035653,5298836667,}
5002035655;{5002035651,5298836660,}
5002035658;{706717660,706717609,}
5002035660;{5002035648,706717660,}
5005805722;{704766560,704766433,}
5005876125;{4826169873,4826169872,}
5016618685;{2063034151,2063034145,}
5016653806;{5016653808,5016653807,}
5016653807;{5016653806,705550556,}
5016653808;{4789645646,5016653806,}
5016670790;{3762497576,3762497575,}
5016670791;{5016670792,3762497573,}
5016670792;{3762492687,5016670791,}
5016670793;{5016670794,3762497578,}
5016670794;{3762497573,5016670793,}
5016670795;{5016670796,5016670797,}
5016670796;{5016670798,5016670795,}
5016670797;{5016670795,3762497577,}
5016670798;{3762497578,5016670796,}
5016670799;{5016670800,4516533519,}
5016670800;{4516533520,5016670799,}
5045002936;{5045002938,5045002939,}
5045002937;{3574354988,5045002938,}
5045002938;{5045002937,5045002936,}
5045002939;{5045002936,5045002940,}
5045002940;{703969941,5045002958,5045002939,}
5045002941;{703970132,5045002942,}
5045002942;{5045002941,5045002943,}
5045002943;{1976919099,3574354988,5045002942,}
5045002956;{5045002957,5045002959,}
5045002957;{5045002958,5045002956,}
5045002958;{5045002940,1859020282,5045002957,}
5045002959;{5045002956,703970076,}
5045002960;{703970138,703970076,}
5045002961;{703970132,703969898,}
5045002962;{1905371683,3844436472,}
5045002967;{5411215573,4507736516,}
5045002968;{4507736516,5345015248,}
5045039247;{4873471977,4873471976,4873471979,4873471983,}
5045041344;{5069361523,5069359119,4873450403,}
5057716119;{4676422563,1913016307,}
5057716120;{667934466,1913016313,}
5057716421;{1913016313,4676422567,5057716422,}
5057716422;{5057716429,5057716421,}
5057716429;{5057716422,}
5057716445;{2498647714,1913016316,5057716447,}
5057716447;{5057716449,5057716445,}
5057716449;{5057716447,}
5057716450;{1913016316,704575150,}
5057716461;{1913016330,704575128,}
5057716463;{704575128,5057716465,}
5057716465;{5057716463,5057716466,}
5057716466;{5057716465,704575175,}
5057716469;{64675559,494779230,}
5057716470;{494779230,919345680,}
5069359118;{5069359119,5069361522,}
5069359119;{5045041344,5069361547,5069359118,}
5069359120;{5069361521,5069361545,5069361541,}
5069361521;{4873431398,4873431405,5069359120,}
5069361522;{5069361545,5069359118,5069361523,}
5069361523;{5069361524,5045041344,5069361522,}
5069361524;{4873450402,5069361523,5069361525,}
5069361525;{5069361526,5069361524,}
5069361526;{4873448484,5069361525,}
5069361541;{5069361542,5069359120,}
5069361542;{5069361543,5069361541,}
5069361543;{3328255446,5069361542,}
5069361544;{4873431527,4873431526,3328255446,}
5069361545;{5069359120,5069361522,}
5069361546;{5069361547,}
5069361547;{5069359119,4873450401,5069361546,}
5071674130;{702256723,702256708,5071674131,}
5071674131;{5071674130,}
5073201353;{4314428328,4315444124,5073201354,}
5073201354;{5073201353,}
5073291271;{705532720,956660679,}
5073291289;{494779209,5073291290,}
5073291290;{5073291289,1324542183,}
5073457305;{919415282,391425644,}
5073457306;{391425800,919415249,}
5073457308;{703487415,919415267,}
5077507144;{4702583517,}
5078498201;{5078498204,391425877,5078498202,}
5078498202;{5078498201,5078498209,5078498203,}
5078498203;{5078498202,5078498206,}
5078498204;{391425777,5078498201,}
5078498205;{5078498206,5078498207,}
5078498206;{5078498203,5078498205,}
5078498207;{5078498205,5078498208,}
5078498208;{5078498209,5078498207,5078498210,}
5078498209;{5078498202,5078498208,5078498214,}
5078498210;{5078498208,5078498215,5078498214,}
5078498211;{5078498217,5078498212,}
5078498212;{5078498213,1966380890,5078498211,}
5078498213;{5346787793,5078498212,5078498214,}
5078498214;{5078498209,5078498210,5078498213,}
5078498215;{5078498216,5078498210,}
5078498216;{5078498219,5078498215,}
5078498217;{5078498211,5078501223,5078498219,}
5078498218;{5078501222,5078501223,5078498220,}
5078498219;{5078498217,5078498216,}
5078498220;{5078498218,3844433748,}
5078501221;{3844433751,5078501222,}
5078501222;{3844433750,5078501221,5078498218,}
5078501223;{5078498218,5078498217,}
5111372564;{2498636690,}
5117499698;{5117499699,703477575,}
5117499699;{3296100143,5117499698,}
5124829847;{5124829848,3787410450,}
5124829848;{5124829849,5124829847,}
5124829849;{2690737755,5124829848,}
5124829850;{5124829851,3707834461,}
5124829851;{3707834462,5124829850,}
5133007953;{5133007954,5133032487,}
5133007954;{5133007955,5133007953,}
5133007955;{5133007956,5133007954,}
5133007956;{5178206882,5133007955,}
5133007957;{5178206882,5133032520,5133032519,}
5133032487;{5133032488,5133007953,}
5133032488;{5133032489,5133032487,}
5133032489;{5133032490,5133032488,}
5133032490;{5133032491,5133032489,}
5133032491;{5133032492,5133032490,}
5133032492;{5133032493,5133032491,}
5133032493;{5133032494,5133032492,}
5133032494;{5133032495,5133032493,}
5133032495;{5133032496,5133032494,}
5133032496;{5133032497,5133032495,}
5133032497;{5133032498,5133032496,}
5133032498;{5133032499,5133032497,}
5133032499;{5133032500,5133032498,}
5133032500;{5133032501,5133032499,}
5133032501;{5133032502,5133032500,}
5133032502;{5133032503,5133032501,}
5133032503;{5133032504,5133032502,}
5133032504;{5133032505,5133032503,}
5133032505;{5133032506,5133032504,}
5133032506;{5133032507,5133032505,}
5133032507;{5133032508,5133032506,}
5133032508;{5133032509,5133032507,}
5133032509;{5133032510,5133032508,}
5133032510;{5133032511,5133032509,}
5133032511;{5133032512,5133032510,}
5133032512;{5133032513,5133032511,}
5133032513;{5133032514,5133032512,}
5133032514;{5133032515,5133032513,}
5133032515;{5133032516,5133032514,}
5133032516;{5133032515,5133032517,5133032537,}
5133032517;{5133032518,5133032516,}
5133032518;{5133032519,5133032517,}
5133032519;{5133007957,5133032518,}
5133032520;{5133032521,5133007957,}
5133032521;{5133032522,5133032520,}
5133032522;{5133032523,5133032521,}
5133032523;{5133032524,5133032522,}
5133032524;{5133032525,5133032523,}
5133032525;{5133032526,5133032524,}
5133032526;{5133032527,5133032525,}
5133032527;{5133032528,5133032526,}
5133032528;{5133032529,5133032527,}
5133032529;{5133032530,5133032528,}
5133032530;{5133032531,5133032529,}
5133032531;{5133032532,5133032530,}
5133032532;{5133032533,5133032531,}
5133032533;{5133032534,5133032532,}
5133032534;{5133032535,5133032533,}
5133032535;{5133032536,5133032534,}
5133032536;{5133032535,5133072241,}
5133032537;{5133032516,5133032538,}
5133032538;{5133032537,5133032539,}
5133032539;{5133032538,5133032540,}
5133032540;{5133032539,5133032541,}
5133032541;{5133032540,5133032542,}
5133032542;{5133032541,5133032543,}
5133032543;{5133032542,}
5133071751;{5133071752,5133072224,}
5133071752;{5133071753,5133071751,}
5133071753;{5133071754,5133071752,}
5133071754;{5133071755,5133071753,}
5133071755;{5133071756,5133071754,}
5133071756;{5133071757,5133071755,}
5133071757;{5133071758,5133071756,}
5133071758;{5133071759,5133071757,}
5133071759;{5133071760,5133071758,}
5133071760;{5133071761,5133071759,}
5133071761;{5133071762,5133071760,}
5133071762;{5133071763,5133071761,}
5133071763;{5133071764,5133071762,}
5133071764;{5133071765,5133071763,}
5133071765;{5133071766,5133071764,}
5133071766;{5133071767,5133071765,}
5133071767;{5133071768,5133071766,}
5133071768;{5133071769,5133071767,}
5133071769;{5133071770,5133071768,}
5133071770;{5133071771,5133071769,}
5133071771;{5133071772,5133071770,}
5133071772;{5133071773,5133071771,}
5133071773;{5133071774,5133071772,}
5133071774;{5133071775,5133071773,}
5133071775;{5133071776,5133071774,}
5133071776;{5133071777,5133071775,}
5133071777;{5133071778,5133071776,}
5133071778;{5133071779,5133071777,}
5133071779;{5133071780,5133071778,}
5133071780;{5133071781,5133071779,}
5133071781;{5133071782,5133071780,}
5133071782;{5133071783,5133071781,}
5133071783;{5133071784,5133071782,}
5133071784;{5133071785,5133071783,}
5133071785;{5133071786,5133071784,}
5133071786;{5133071787,5133071785,}
5133071787;{5133071788,5133071786,}
5133071788;{5133071789,5133071787,}
5133071789;{5133071790,5133071788,}
5133071790;{5133071791,5133071789,}
5133071791;{5133071792,5133071790,}
5133071792;{5133071793,5133071791,}
5133071793;{5133071794,5133071792,}
5133071794;{5133071795,5133071793,}
5133071795;{5133071796,5133071794,}
5133071796;{5133071797,5133071795,}
5133071797;{5133071798,5133071796,}
5133071798;{5133071799,5133071797,}
5133071799;{5133071800,5133071798,}
5133071800;{5133071801,5133071799,}
5133071801;{5133071802,5133071800,}
5133071802;{5133071803,5133071801,}
5133071803;{5133071804,5133071802,}
5133071804;{5133071805,5133071803,}
5133071805;{5133071806,5133071804,}
5133071806;{5133071807,5133071805,}
5133071807;{5133071808,5133071806,}
5133071808;{5133071809,5133071807,}
5133071809;{5133071810,5133071808,}
5133071810;{5133071811,5133071809,}
5133071811;{5133071812,5133071810,}
5133071812;{5133071813,5133071811,5133072223,}
5133071813;{5133071814,5133071812,}
5133071814;{5133071815,5133071813,}
5133071815;{5133071816,5133071814,}
5133071816;{5133071817,5133071815,5133072236,}
5133071817;{5133071818,5133071816,}
5133071818;{5133071819,5133071817,}
5133071819;{5133071820,5133071818,}
5133071820;{5133072221,5133071819,}
5133072221;{5133072222,5133071820,}
5133072222;{5133072223,5133072221,}
5133072223;{5133071812,5133072222,}
5133072224;{5133071751,5133072225,}
5133072225;{5133072224,5133072226,}
5133072226;{5133072225,5133072227,}
5133072227;{5133072226,5133072228,}
5133072228;{5133072227,5133072229,}
5133072229;{5133072228,5133072230,}
5133072230;{5133072229,5133072231,}
5133072231;{5133072230,1212573883,}
5133072236;{5133072237,5133071816,}
5133072237;{5133072238,5133072236,}
5133072238;{5133072239,5133072237,}
5133072239;{5133072240,5133072238,}
5133072240;{5133072241,5133072239,}
5133072241;{5133072242,5133072240,5133032536,}
5133072242;{5133072243,5133072241,}
5133072243;{5133072244,5133072242,}
5133072244;{5133072245,5133072243,}
5133072245;{5133072246,5133072244,}
5133072246;{5133072247,5133072245,}
5133072247;{5133072248,5133072246,}
5133072248;{5133072249,5133072247,}
5133072249;{5133072250,5133072248,}
5133072250;{5133072251,5133072249,}
5133072251;{5133072252,5133072250,}
5133072252;{5133072253,5133072251,}
5133072253;{5133072254,5133072252,}
5133072254;{5133072255,5133072253,}
5133072255;{5133072256,5133072254,}
5133072256;{5133072257,5133072255,}
5133072257;{5133072256,}
5178206882;{5133007957,5133007956,}
5194446004;{5194446005,965827467,}
5194446005;{5194446006,2982540489,5194446004,}
5194446006;{2984324972,5194446005,}
5194446525;{5194446541,2853573741,}
5194446526;{2982540477,3979541509,}
5194446540;{2853573741,2982540521,}
5194446541;{3979541514,5194446525,4826169873,}
5195734213;{5195734218,}
5195734214;{5195734218,5195734215,}
5195734215;{5195734214,5195734216,}
5195734216;{5195734215,5195734217,}
5195734217;{5195751722,705550523,5195734216,}
5195734218;{5195734213,5195734214,}
5195734219;{5195734220,5195751721,}
5195734220;{5195734219,}
5195751721;{5195734219,5195751722,}
5195751722;{5331336070,5195734217,5195751721,}
5195751810;{3646131174,1968265134,5195751811,}
5195751811;{5195751810,5195751812,}
5195751812;{5195751811,5195751813,}
5195751813;{5195751812,5195751814,}
5195751814;{5195751813,5195751815,}
5195751815;{2255262649,1945987957,5195751814,}
5195752024;{5195752029,5195752030,}
5195752026;{5195752027,}
5195752027;{5195752026,5195752030,}
5195752029;{5195752024,}
5195752030;{5195752027,5195752024,2017670281,}
5195820704;{506297855,2804634011,}
5196408730;{3979541688,3531780362,5196408731,}
5196408731;{5196408730,5196408732,}
5196408732;{5196408731,5196408733,}
5196408733;{5196408732,5196408734,}
5196408734;{5196408733,}
5228168865;{3548012642,3548012816,}
5228168868;{3548012457,3548012687,}
5252797071;{2804634027,3975826177,3975823956,}
5257384481;{5257498970,}
5257384482;{5257384488,5257384491,5257384484,}
5257384483;{5257384487,5257498970,5257384485,}
5257384484;{5257384487,5257384482,5257384490,}
5257384485;{5257384486,5257384483,}
5257384486;{5257384487,5257384485,}
5257384487;{5257384484,5257384483,5257384488,5257384486,}
5257384488;{5257384482,5257498970,5257384489,5257384487,}
5257384489;{5257384488,3639009923,5257614184,}
5257384490;{5257384484,}
5257384491;{5257384492,5257384482,5257384493,}
5257384492;{5257384491,3639009924,3639009923,}
5257384493;{5257384494,5257384491,}
5257384494;{5257384495,5257384493,}
5257384495;{5257384496,5257384494,}
5257384496;{5257384506,5257384495,5257384507,}
5257384497;{5257384502,}
5257384498;{5257420730,2255262614,5266025338,}
5257384499;{2255262622,5262089895,5257384503,}
5257384500;{5257384501,5257384503,}
5257384501;{5257384502,5257384500,}
5257384502;{5266025338,5257384497,5257384501,}
5257384503;{5257384500,5257384499,5257384504,}
5257384504;{5262089894,5257420730,5257384503,}
5257384505;{5257520407,5257384508,5257520404,}
5257384506;{3639009925,5257384496,5257520409,}
5257384507;{5257520410,5257384496,}
5257384508;{5257520408,5257520405,5257384505,}
5257384509;{5257384510,5257520406,3639009926,}
5257384510;{5257520409,5257520407,5257384511,5257384509,}
5257384511;{5257520408,5257520410,5257384512,5257384510,}
5257384512;{5257384513,5257384511,}
5257384513;{5257384512,5257520408,}
5257394320;{2255262614,1941387599,}
5257403919;{956660696,494779296,}
5257420729;{705550554,5257935917,}
5257420730;{5257384504,5257384498,}
5257428114;{5257428115,705550552,5257435518,}
5257428115;{5257428117,5257428114,}
5257428116;{705550520,5257428117,}
5257428117;{5257428116,5257428115,}
5257435511;{5257435512,}
5257435512;{5257435518,705550533,5257435513,5257435511,}
5257435513;{705550557,5257435517,5257435514,5257435512,}
5257435514;{5257435513,}
5257435515;{3635187728,705550561,5257435516,}
5257435516;{5257435517,5257435515,}
5257435517;{5257435513,705550552,5257435518,5257435516,}
5257435518;{5257428114,5257435512,5257435519,5257435517,}
5257435519;{5257435518,}
5257498970;{5257384488,5257384481,5257384483,}
5257498971;{5257498972,}
5257498972;{5257498973,5257498971,}
5257498973;{3639009926,3639009925,5257498972,}
5257498974;{5266025339,5262089899,3635192365,}
5257503232;{705550542,1941387600,5257504610,}
5257503233;{5257504609,5257504610,5257504606,}
5257503234;{950917019,5257520391,5257504609,}
5257504605;{5257504606,5257513929,}
5257504606;{5257504605,5257503233,5257504607,}
5257504607;{5257504608,5257504606,}
5257504608;{5257504609,5257504607,}
5257504609;{5257503234,5257503233,5257504608,}
5257504610;{5257503233,5257503232,5257513921,}
5257504611;{5257504612,5257513921,}
5257504612;{1941387600,5257513923,5257504611,}
5257513921;{5257504611,5257504610,5257513922,}
5257513922;{5257513921,5257513926,5257513925,}
5257513923;{5257504612,5266025339,5257513924,}
5257513924;{3635172730,5257513923,}
5257513925;{5257513922,3635172730,}
5257513926;{5257513927,5257513922,}
5257513927;{5257513928,5257513926,}
5257513928;{5257513929,5257513927,5257513930,}
5257513929;{5257504605,5257513928,}
5257513930;{5257513928,5257513931,5257520397,5257520399,5257520400,}
5257513931;{5257513932,5257513930,}
5257513932;{5257513933,5257513931,}
5257513933;{5257513934,5257513932,}
5257513934;{5257513937,5257513933,}
5257513935;{3635143501,3635143500,5257513937,}
5257513936;{5257520389,5257513938,5257513940,}
5257513937;{5257513935,5257513934,5257513940,}
5257513938;{5257513936,3635143505,5257513939,}
5257513939;{5257513940,5257513938,}
5257513940;{5257513937,5257513936,5257513939,}
5257513941;{3635143502,}
5257513942;{3635143500,3635143499,5257513943,}
5257513943;{5257513942,}
5257520388;{5257520389,}
5257520389;{3635143506,5257513936,5257520388,}
5257520390;{5257520396,}
5257520391;{5257503234,3635143506,5257520392,}
5257520392;{5257520393,5257520391,}
5257520393;{5257520394,5257520392,}
5257520394;{5257520395,5257520393,}
5257520395;{5257520396,5257520394,}
5257520396;{5257520390,3635143506,5257520395,}
5257520397;{5257520398,5257513930,}
5257520398;{5257520399,5257520397,}
5257520399;{5257513930,5257520398,}
5257520400;{5257520401,5257513930,}
5257520401;{5257520402,5257520400,}
5257520402;{5257520403,5257520401,}
5257520403;{5257520402,}
5257520404;{5257384505,3639009927,}
5257520405;{5257384508,}
5257520406;{5257520407,3639009927,5257384509,}
5257520407;{5257384510,5257384505,5257520408,5257520406,}
5257520408;{5257384508,5257384511,5257384513,5257520407,}
5257520409;{5257384506,5257384510,5257520410,}
5257520410;{5257384511,5257384507,5257520409,}
5257520411;{5257520412,705550553,}
5257520412;{5257520413,5257520411,}
5257520413;{5257520412,}
5257582675;{964849746,964849742,}
5257582676;{964849733,5257582677,}
5257582677;{5257582676,964849746,}
5257588147;{5257588148,494779296,}
5257588148;{5257588149,5257588147,}
5257588149;{5257588148,5257600283,}
5257600282;{5257600283,}
5257600283;{5257588149,5257600282,5257600284,}
5257600284;{5257600285,5257600283,}
5257600285;{5257600286,5257600284,}
5257600286;{5257600285,}
5257605848;{5257605849,703447226,}
5257605849;{5257605848,}
5257614184;{5257384489,705550532,}
5257935913;{5257935914,705550546,705550529,}
5257935914;{5257935915,5257935913,5257935918,}
5257935915;{5257935916,5257935914,}
5257935916;{5257935917,5257935915,}
5257935917;{5257420729,705550526,5257935916,}
5257935918;{5257935914,}
5257935919;{1945987960,5331336070,}
5257937023;{5262089898,2255262634,}
5257937024;{5262089899,5262089897,}
5257976651;{5257976658,5257976653,5257976652,}
5257976652;{5257976651,5257976661,5257976660,}
5257976653;{5257976654,5257976651,}
5257976654;{5257976655,5257976653,}
5257976655;{5257976656,5257976654,}
5257976656;{5257976657,5257976655,}
5257976657;{4949848306,4949848304,5257976656,}
5257976658;{5257976651,4949848305,5257976659,}
5257976659;{5257976660,5257976658,}
5257976660;{5257976652,5257976659,}
5257976661;{5258005358,5257976652,}
5257976662;{4949848308,5258005358,}
5258005358;{5257976662,5257976661,5258005359,}
5258005359;{5258005360,5258005358,}
5258005360;{5258005361,5258005359,}
5258005361;{5258005362,5258005360,}
5258005362;{5258005363,5258005361,}
5258005363;{5258005364,5258005362,}
5258005364;{960245248,956660671,5258005363,}
5259163788;{5414353941,5414353964,}
5259163789;{5414353943,703477374,}
5259163790;{703477374,3302580270,}
5259163791;{703477399,703477629,}
5259163792;{703477629,5259163793,}
5259163793;{5259163792,703477304,}
5259163794;{703477304,854523055,}
